Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,mean_duration,days_of_leaves,overtime_count
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1136,1,Manager,Single,39040,1.0,15,0,7.0,2,7,0,7,4.0,4.0,3.0,3,3,7.701014056224901,6,82
32,No,Travel_Rarely,Research & Development,8,1,Medical,1137,2,Research Scientist,Single,46270,8.0,17,1,8.0,2,1,0,0,4.0,4.0,3.0,2,3,7.0935899152164215,7,1
31,Yes,Travel_Frequently,Research & Development,2,1,Other,1138,3,Sales Executive,Married,70940,1.0,14,1,10.0,2,10,0,8,1.0,4.0,3.0,3,3,9.613278670236502,17,232
53,Yes,Travel_Rarely,Research & Development,18,3,Medical,1139,1,Research Scientist,Single,34230,6.0,15,1,15.0,4,2,2,2,1.0,1.0,2.0,3,3,10.634371932173137,4,245
54,No,Travel_Rarely,Research & Development,14,3,Other,1140,3,Research Scientist,Married,66740,3.0,17,1,9.0,2,4,2,3,1.0,3.0,2.0,3,3,7.293974788041053,19,92
33,No,Travel_Frequently,Research & Development,2,4,Medical,1141,4,Sales Executive,Divorced,168800,1.0,14,3,9.0,2,9,2,8,4.0,3.0,3.0,3,3,7.645087014725569,8,97
43,No,Travel_Rarely,Research & Development,3,3,Medical,1142,1,Research Scientist,Married,90940,1.0,12,1,10.0,0,10,0,9,1.0,3.0,3.0,3,3,7.329946452476573,5,13
38,No,Travel_Frequently,Research & Development,2,5,Medical,1143,4,Sales Executive,Married,84460,0.0,14,0,7.0,3,6,1,2,4.0,2.0,3.0,2,3,7.350915885765284,19,97
55,No,Travel_Rarely,Sales,9,3,Marketing,1144,2,Laboratory Technician,Married,119160,4.0,15,1,35.0,3,10,1,4,3.0,2.0,3.0,2,3,7.726300758589915,14,170
31,No,Travel_Rarely,Sales,6,3,Other,1145,1,Manufacturing Director,Divorced,45340,1.0,13,0,1.0,2,1,0,0,4.0,4.0,3.0,3,3,10.500982820169567,7,242
39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1146,2,Sales Executive,Single,98520,0.0,12,1,21.0,5,20,11,10,2.0,1.0,3.0,2,3,5.600008924587238,20,0
42,No,Non-Travel,Research & Development,10,4,Life Sciences,1147,2,Research Scientist,Single,61510,1.0,13,1,20.0,3,20,3,7,4.0,3.0,3.0,3,3,6.061619812583667,20,0
31,No,Non-Travel,Research & Development,14,2,Life Sciences,1148,2,Healthcare Representative,Married,23020,4.0,14,0,13.0,3,11,4,8,3.0,3.0,4.0,3,3,5.83403056671129,11,0
54,No,Travel_Rarely,Research & Development,1,3,Medical,1149,2,Human Resources,Single,23620,6.0,13,1,9.0,2,5,1,4,3.0,1.0,3.0,4,3,10.385687193217315,3,246
24,No,Travel_Rarely,Research & Development,5,4,Other,1150,1,Manufacturing Director,Single,178610,1.0,11,2,4.0,5,4,1,2,2.0,3.0,2.0,1,3,6.655082552431949,8,0
23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1151,2,Research Scientist,Single,191870,1.0,11,1,5.0,2,5,1,4,4.0,4.0,4.0,3,3,6.65722668451584,12,0
40,No,Travel_Frequently,Research & Development,21,3,Medical,1152,3,Research Scientist,Married,197170,1.0,21,0,10.0,1,10,9,4,4.0,3.0,4.0,2,4,7.560360330209728,8,60
40,No,Travel_Rarely,Research & Development,8,1,Medical,1153,5,Research Scientist,Married,35440,3.0,18,3,15.0,3,11,5,10,2.0,2.0,3.0,2,3,5.937619366354306,9,0
25,No,Travel_Rarely,Sales,20,5,Medical,1154,2,Laboratory Technician,Married,85000,4.0,12,0,6.0,2,2,1,2,3.0,2.0,3.0,3,3,5.660235385988399,22,0
30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,1155,2,Research Scientist,Married,46610,1.0,11,0,12.0,3,12,1,7,4.0,2.0,2.0,2,3,5.520288933511825,23,0
25,No,Travel_Rarely,Research & Development,7,2,Medical,1156,5,Sales Executive,Divorced,41030,6.0,15,1,7.0,2,2,0,2,4.0,3.0,2.0,3,3,9.539086345381527,16,233
47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1157,2,Sales Executive,Single,42490,2.0,13,1,25.0,2,17,12,11,1.0,3.0,3.0,2,3,7.247347166443552,17,56
33,No,Non-Travel,Research & Development,1,3,Life Sciences,1158,2,Research Scientist,Divorced,140260,1.0,12,0,1.0,4,1,0,0,2.0,3.0,2.0,3,3,5.750385988398036,17,0
38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1159,2,Sales Executive,Married,68930,0.0,17,0,16.0,3,15,5,8,4.0,2.0,3.0,3,3,7.4600479696564035,14,91
31,No,Travel_Rarely,Research & Development,10,4,Medical,1160,3,Sales Executive,Married,61250,0.0,13,1,3.0,3,2,1,2,1.0,3.0,3.0,3,3,6.632880410531014,19,0
38,No,Travel_Frequently,Research & Development,1,4,Other,1161,2,Research Scientist,Married,36690,2.0,19,0,10.0,2,8,7,7,1.0,3.0,3.0,3,3,6.326625390450692,7,0
42,No,Travel_Rarely,Research & Development,6,3,Medical,1162,2,Laboratory Technician,Divorced,100080,6.0,19,1,9.0,3,4,1,2,4.0,1.0,2.0,1,3,9.571763721552879,5,244
41,No,Travel_Rarely,Sales,2,2,Medical,1163,1,Healthcare Representative,Married,23870,3.0,17,1,12.0,1,5,1,0,4.0,4.0,3.0,1,3,7.234991075412761,15,33
47,No,Non-Travel,Research & Development,21,2,Medical,1164,1,Sales Executive,Married,46390,0.0,11,1,14.0,2,13,5,12,3.0,2.0,1.0,2,3,7.0249341811691215,7,1
35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1165,2,Healthcare Representative,Married,78980,7.0,15,0,5.0,2,2,2,2,4.0,3.0,3.0,2,3,9.855880187416332,13,236
22,No,Travel_Rarely,Human Resources,12,1,Human Resources,1166,2,Sales Executive,Single,25340,0.0,11,0,4.0,1,3,1,2,4.0,3.0,4.0,3,3,5.860414993306559,21,0
35,No,Travel_Rarely,Research & Development,9,3,Medical,1167,2,Sales Executive,Single,131420,1.0,25,2,10.0,4,10,0,8,2.0,3.0,3.0,3,4,7.747697456492637,8,125
33,No,Travel_Rarely,Sales,3,4,Medical,1168,3,Healthcare Representative,Married,16110,0.0,14,0,10.0,2,9,8,1,2.0,4.0,3.0,2,3,8.811186970102632,8,241
32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1169,3,Manufacturing Director,Single,53630,1.0,13,0,6.0,4,6,4,1,3.0,2.0,3.0,3,3,6.846163543061134,5,0
40,No,Travel_Rarely,Research & Development,1,4,Medical,1170,2,Research Director,Married,50710,8.0,17,1,8.0,3,1,0,0,1.0,4.0,2.0,2,3,5.644827086122267,21,0
32,No,Travel_Rarely,Research & Development,1,2,Medical,1171,3,Sales Executive,Married,136950,0.0,13,0,3.0,3,2,2,2,2.0,2.0,3.0,3,3,5.7202108433734935,12,0
39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1172,1,Sales Executive,Single,134020,7.0,14,1,18.0,1,7,1,7,1.0,4.0,3.0,3,3,7.502860330209727,16,120
38,No,Travel_Rarely,Sales,20,4,Medical,1173,2,Research Director,Married,20290,3.0,11,1,20.0,3,18,1,11,2.0,3.0,3.0,2,3,7.390439535921463,19,113
32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1174,2,Manager,Married,63770,1.0,12,2,14.0,3,14,5,7,3.0,4.0,3.0,3,3,7.454241410084784,14,87
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1175,4,Sales Executive,Married,54290,1.0,17,1,16.0,3,16,6,8,3.0,4.0,3.0,3,3,9.084291610887995,8,241
25,No,Travel_Rarely,Research & Development,2,4,Medical,1176,2,Manufacturing Director,Divorced,27850,0.0,21,0,6.0,2,5,0,4,1.0,3.0,2.0,3,4,7.779502454261491,6,110
52,No,Non-Travel,Research & Development,2,4,Other,1177,1,Manager,Divorced,46140,2.0,16,1,16.0,3,9,0,0,1.0,4.0,2.0,3,3,6.668002008032128,5,0
44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1178,1,Sales Representative,Single,26100,6.0,15,0,6.0,2,4,1,2,2.0,4.0,3.0,3,3,10.067626059794735,17,232
21,No,Travel_Rarely,Sales,10,5,Medical,1179,3,Research Scientist,Single,66870,1.0,19,3,2.0,0,2,1,2,3.0,1.0,3.0,3,3,7.831948906738064,10,161
39,No,Non-Travel,Research & Development,3,4,Life Sciences,1180,2,Research Director,Single,47240,2.0,12,1,21.0,4,6,1,3,4.0,4.0,2.0,4,3,6.1796709058456045,5,0
23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,1181,2,Manufacturing Director,Married,61790,1.0,11,0,1.0,3,1,1,0,4.0,1.0,2.0,3,3,7.348496207050424,21,117
36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1182,2,Laboratory Technician,Married,61200,0.0,19,0,10.0,2,9,3,4,1.0,4.0,3.0,3,3,7.604719991075412,6,58
36,No,Travel_Frequently,Research & Development,16,1,Medical,1183,2,Sales Executive,Divorced,105960,7.0,15,0,18.0,3,4,0,2,4.0,2.0,3.0,2,3,7.434586122266845,13,74
56,No,Non-Travel,Research & Development,8,1,Life Sciences,1184,1,Sales Executive,Divorced,54670,1.0,20,0,13.0,6,13,1,9,3.0,3.0,2.0,2,4,6.116209281570727,18,0
29,Yes,Travel_Rarely,Research & Development,9,4,Medical,1185,2,Sales Representative,Married,29960,9.0,25,0,4.0,4,2,2,2,1.0,4.0,4.0,3,4,10.8160140562249,2,247
42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1186,3,Research Scientist,Married,99980,5.0,24,2,24.0,3,22,4,14,1.0,3.0,2.0,2,4,7.250295626952253,5,7
56,Yes,Travel_Rarely,Sales,10,4,Other,1187,2,Sales Executive,Married,40780,8.0,24,1,14.0,3,10,9,8,4.0,3.0,1.0,3,4,6.327618250780902,18,0
41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1188,1,Healthcare Representative,Married,109200,0.0,15,1,21.0,3,20,0,10,1.0,2.0,3.0,4,3,7.361492637215529,14,59
34,No,Travel_Rarely,Sales,1,3,Medical,1189,1,Laboratory Technician,Married,62320,1.0,13,1,8.0,3,8,1,7,4.0,3.0,3.0,3,3,6.820216421240517,19,5
36,No,Non-Travel,Sales,1,1,Medical,1190,1,Human Resources,Divorced,132470,1.0,14,0,15.0,3,15,11,11,4.0,4.0,2.0,3,3,7.058837572512272,20,33
41,No,Travel_Rarely,Research & Development,1,5,Medical,1191,1,Healthcare Representative,Divorced,40810,2.0,13,0,14.0,3,5,0,4,3.0,2.0,3.0,3,3,6.83549308344489,9,1
32,No,Travel_Rarely,Sales,9,4,Life Sciences,1192,2,Research Scientist,Single,57690,1.0,11,0,4.0,3,4,1,2,4.0,1.0,3.0,3,3,6.3471485943775106,14,0
35,No,Travel_Rarely,Research & Development,16,3,Medical,1193,2,Healthcare Representative,Single,23940,1.0,16,1,9.0,3,9,1,7,3.0,4.0,3.0,3,3,9.9145046854083,14,235
38,No,Travel_Rarely,Research & Development,23,3,Medical,1194,3,Sales Representative,Married,39040,1.0,22,0,10.0,3,10,1,9,1.0,4.0,3.0,2,4,6.684088576528335,8,0
50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,1195,2,Laboratory Technician,Divorced,167990,7.0,14,1,12.0,2,6,0,1,2.0,3.0,3.0,2,3,6.774624051762606,15,2
36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,1196,1,Healthcare Representative,Married,29500,4.0,14,0,8.0,1,6,0,0,2.0,3.0,2.0,2,3,5.8991354306113335,15,0
45,No,Travel_Rarely,Sales,24,3,Life Sciences,1197,1,Laboratory Technician,Single,36290,8.0,16,1,8.0,2,5,0,1,4.0,3.0,3.0,4,3,5.588499553770637,20,0
40,No,Travel_Rarely,Sales,10,4,Life Sciences,1198,1,Research Scientist,Single,93620,2.0,11,1,8.0,6,2,2,2,3.0,3.0,2.0,3,3,5.887591477019188,13,0
35,No,Travel_Frequently,Sales,7,2,Life Sciences,1199,2,Manufacturing Director,Married,32290,1.0,25,0,10.0,2,10,0,2,3.0,3.0,4.0,2,4,7.8890640339134315,16,213
40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1200,1,Manager,Married,35780,2.0,14,1,20.0,2,5,0,2,3.0,3.0,3.0,3,3,7.0633958054439985,14,14
35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,1201,2,Research Scientist,Married,79880,1.0,18,0,4.0,3,4,1,1,3.0,4.0,3.0,3,3,6.591452476572959,11,0
29,No,Travel_Rarely,Research & Development,1,3,Medical,1202,3,Sales Executive,Married,42840,4.0,11,0,10.0,5,4,0,3,4.0,2.0,3.0,2,3,9.541850736278448,7,242
29,No,Travel_Rarely,Research & Development,5,3,Medical,1203,2,Sales Representative,Single,75530,1.0,19,0,5.0,3,5,0,4,4.0,1.0,1.0,3,3,5.912928380187417,7,0
50,Yes,Travel_Rarely,Research & Development,17,3,Medical,1204,1,Research Scientist,Divorced,173280,4.0,15,2,20.0,1,3,2,0,4.0,1.0,3.0,3,3,9.345834448906738,7,242
39,No,Travel_Rarely,Sales,25,3,Medical,1205,2,Sales Executive,Married,197010,0.0,11,0,21.0,3,20,9,6,2.0,4.0,2.0,4,3,7.086806113342258,14,11
31,No,Non-Travel,Research & Development,8,4,Life Sciences,1206,4,Sales Executive,Single,147320,0.0,12,0,10.0,3,9,1,7,2.0,1.0,3.0,3,3,6.897623828647926,14,3
26,No,Travel_Rarely,Research & Development,11,4,Medical,1207,2,Manager,Single,92780,0.0,20,0,5.0,3,4,0,0,4.0,3.0,3.0,3,4,7.199443328871039,10,13
36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,1208,1,Sales Executive,Married,13590,4.0,12,0,17.0,2,5,0,3,3.0,4.0,3.0,3,3,7.416067603748327,9,33
39,No,Travel_Rarely,Research & Development,2,1,Medical,1209,1,Research Scientist,Married,47790,4.0,14,2,9.0,3,7,1,7,4.0,1.0,3.0,3,3,5.731063141454707,13,0
27,No,Travel_Rarely,Research & Development,8,2,Medical,1210,1,Laboratory Technician,Married,164220,1.0,20,1,6.0,3,6,0,3,2.0,2.0,3.0,3,4,8.540660419455602,20,229
49,No,Travel_Frequently,Research & Development,6,1,Medical,1211,3,Healthcare Representative,Married,29960,2.0,18,1,17.0,2,9,0,8,4.0,2.0,2.0,2,3,6.061966755912539,13,0
34,No,Travel_Rarely,Sales,4,3,Medical,1212,1,Sales Executive,Married,12610,2.0,14,1,6.0,6,4,1,2,2.0,3.0,4.0,3,3,5.941614234716645,20,0
41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1213,1,Research Scientist,Single,20990,8.0,12,1,8.0,2,6,0,5,2.0,4.0,1.0,3,3,8.037553547523427,17,230
49,No,Travel_Frequently,Sales,1,4,Life Sciences,1214,2,Manufacturing Director,Married,58100,1.0,21,1,10.0,2,10,1,7,3.0,2.0,3.0,3,4,6.362724230254351,13,0
37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1215,1,Sales Executive,Single,56470,6.0,19,0,7.0,2,0,0,0,4.0,3.0,3.0,3,3,8.418538598839804,3,236
33,No,Travel_Frequently,Research & Development,10,2,Medical,1216,2,Research Scientist,Married,34200,1.0,14,0,8.0,3,8,3,0,4.0,3.0,3.0,3,3,9.025613565372602,12,237
27,No,Travel_Rarely,Sales,5,4,Medical,1217,4,Manufacturing Director,Married,44000,9.0,17,1,6.0,3,2,2,2,1.0,2.0,3.0,2,3,6.0703960285586795,13,0
32,No,Travel_Frequently,Research & Development,9,2,Medical,1218,2,Research Scientist,Single,35000,0.0,16,1,8.0,2,7,3,6,4.0,4.0,2.0,2,3,6.838612226684516,15,3
59,No,Travel_Rarely,Sales,2,2,Marketing,1219,5,Sales Representative,Married,20660,4.0,12,1,12.0,3,1,0,0,3.0,1.0,2.0,3,3,9.390354752342704,16,233
30,No,Travel_Rarely,Research & Development,11,4,Medical,1220,2,Laboratory Technician,Divorced,171690,1.0,17,2,1.0,2,1,0,0,4.0,3.0,3.0,3,3,6.184130968317716,8,0
38,No,Travel_Frequently,Sales,18,4,Life Sciences,1221,2,Healthcare Representative,Single,41620,0.0,15,1,10.0,1,9,1,8,4.0,3.0,3.0,3,3,7.804788041053102,6,125
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1222,1,Sales Executive,Married,92040,6.0,23,1,17.0,2,7,7,7,3.0,3.0,2.0,3,4,7.61200245426149,7,68
35,No,Travel_Rarely,Human Resources,3,4,Human Resources,1223,2,Manager,Married,32940,0.0,11,0,6.0,2,5,0,3,1.0,2.0,3.0,3,3,7.106880856760374,13,14
29,No,Travel_Rarely,Sales,29,4,Life Sciences,1224,2,Laboratory Technician,Single,21270,0.0,11,1,10.0,3,9,0,8,4.0,3.0,3.0,2,3,10.121699018295404,14,235
31,No,Travel_Rarely,Research & Development,2,2,Medical,1225,2,Laboratory Technician,Divorced,39750,1.0,15,1,5.0,3,5,4,3,3.0,3.0,2.0,3,3,5.755578982597054,22,0
34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,1226,1,Laboratory Technician,Divorced,107930,0.0,11,3,3.0,1,2,1,2,2.0,4.0,3.0,2,3,6.971939982150825,21,24
28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1227,5,Research Director,Single,100960,5.0,13,0,6.0,2,4,0,3,3.0,3.0,3.0,3,3,9.851633199464523,15,234
29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,1228,4,Laboratory Technician,Divorced,36460,1.0,14,0,10.0,3,10,8,8,2.0,1.0,3.0,4,3,7.391375502008032,18,106
32,No,Travel_Rarely,Human Resources,22,3,Human Resources,1229,2,Research Director,Divorced,74460,0.0,19,0,7.0,3,6,0,5,1.0,2.0,2.0,3,3,10.05165327978581,15,234
22,No,Non-Travel,Research & Development,8,3,Life Sciences,1230,3,Sales Executive,Divorced,108510,1.0,16,1,1.0,2,1,0,0,4.0,4.0,2.0,4,3,9.440529897367249,14,235
53,No,Travel_Rarely,Research & Development,11,3,Medical,1231,2,Manager,Married,21090,2.0,13,0,31.0,3,25,3,7,1.0,4.0,3.0,3,3,7.629564926372156,12,128
38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1232,1,Manufacturing Director,Single,37220,5.0,14,0,6.0,0,3,1,2,4.0,4.0,3.0,3,3,9.335107095046856,9,240
24,No,Non-Travel,Research & Development,1,5,Life Sciences,1233,3,Research Scientist,Divorced,93800,0.0,16,0,5.0,2,4,1,3,1.0,3.0,2.0,2,3,6.741510486390005,6,0
36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1234,1,Research Director,Single,54860,7.0,12,1,10.0,2,5,0,3,3.0,1.0,3.0,3,3,5.955234270414993,20,0
34,No,Travel_Rarely,Sales,24,3,Marketing,1235,4,Research Scientist,Single,27420,0.0,11,1,13.0,2,12,2,11,1.0,2.0,3.0,3,3,5.82562025881303,11,0
21,No,Travel_Rarely,Sales,2,3,Life Sciences,1236,2,Manufacturing Director,Single,137570,1.0,12,1,0.0,3,0,0,0,3.0,4.0,3.0,3,3,5.515640339134316,20,0
34,Yes,Travel_Rarely,Sales,15,2,Marketing,1237,2,Research Scientist,Single,84630,2.0,13,0,8.0,2,4,1,3,2.0,1.0,3.0,1,3,7.28150490852298,17,67
53,No,Travel_Rarely,Sales,2,1,Life Sciences,1238,5,Human Resources,Divorced,31620,4.0,15,0,26.0,4,14,4,8,3.0,3.0,2.0,3,3,6.850217536813922,21,11
32,Yes,Travel_Frequently,Research & Development,10,3,Medical,1239,2,Manufacturing Director,Single,165980,1.0,13,0,10.0,2,10,6,7,2.0,1.0,3.0,3,3,8.8088676929942,18,231
42,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1240,2,Laboratory Technician,Married,66510,0.0,20,0,10.0,5,9,4,2,3.0,2.0,3.0,2,4,6.698487282463186,7,0
44,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1241,1,Manufacturing Director,Married,23450,3.0,15,2,24.0,0,22,5,17,1.0,4.0,3.0,3,3,6.872951807228914,8,0
46,No,Travel_Rarely,Sales,2,3,Life Sciences,1242,1,Research Scientist,Single,34200,3.0,13,2,22.0,3,2,2,1,2.0,1.0,2.0,1,3,7.397981927710843,19,121
33,No,Travel_Rarely,Sales,3,3,Medical,1243,1,Manufacturing Director,Single,43730,4.0,14,0,7.0,3,1,0,0,3.0,4.0,3.0,3,3,6.318618920124945,8,0
44,No,Travel_Rarely,Human Resources,26,3,Life Sciences,1244,5,Healthcare Representative,Married,47590,2.0,21,0,9.0,2,4,1,3,4.0,4.0,4.0,3,4,8.258628960285588,8,231
30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1245,1,Research Scientist,Single,53010,1.0,16,1,10.0,3,10,1,8,4.0,3.0,3.0,3,3,5.968661311914325,6,0
39,Yes,Travel_Rarely,Human Resources,1,4,Medical,1246,1,Sales Executive,Married,36730,3.0,14,1,19.0,3,1,0,0,4.0,4.0,4.0,3,3,6.0784593931280675,17,0
24,Yes,Travel_Rarely,Human Resources,2,5,Human Resources,1247,3,Sales Executive,Married,47680,2.0,11,1,6.0,2,2,2,0,2.0,4.0,2.0,2,3,9.482291387773316,5,244
43,No,Travel_Rarely,Sales,9,5,Technical Degree,1248,1,Research Director,Divorced,12740,1.0,19,0,6.0,3,5,1,4,4.0,3.0,2.0,2,3,6.096771530566712,15,0
50,Yes,Travel_Rarely,Research & Development,12,4,Medical,1249,1,Research Director,Married,49000,1.0,11,0,3.0,3,3,0,2,1.0,3.0,3.0,2,3,8.70491521642124,6,243
35,No,Travel_Rarely,Sales,2,4,Marketing,1250,3,Manufacturing Director,Married,104660,1.0,13,0,2.0,1,2,2,2,4.0,4.0,3.0,3,3,6.887427487728693,7,1
36,No,Travel_Rarely,Research & Development,25,1,Life Sciences,1251,4,Sales Executive,Married,170070,9.0,12,1,6.0,2,1,0,0,2.0,1.0,4.0,2,3,8.385918116912094,19,230
33,No,Travel_Frequently,Sales,9,2,Marketing,1252,4,Human Resources,Married,29090,2.0,11,0,10.0,2,5,1,3,3.0,1.0,3.0,2,3,6.267365015618028,11,0
35,No,Travel_Rarely,Research & Development,10,1,Medical,1253,1,Research Scientist,Divorced,57650,1.0,14,1,1.0,2,1,0,0,3.0,4.0,3.0,3,3,5.940225345827755,10,0
27,No,Travel_Rarely,Sales,8,2,Marketing,1254,3,Research Scientist,Divorced,45990,1.0,15,1,1.0,3,1,0,0,4.0,1.0,3.0,2,3,7.007774431057564,20,24
26,Yes,Travel_Rarely,Sales,4,3,Marketing,1255,2,Manager,Single,24040,1.0,12,0,1.0,6,1,0,1,1.0,3.0,2.0,3,3,7.507933958054441,6,41
27,No,Travel_Frequently,Sales,24,3,Life Sciences,1256,4,Healthcare Representative,Single,31720,1.0,20,1,9.0,1,9,1,7,4.0,3.0,3.0,3,4,6.567569165551093,10,0
30,No,Travel_Frequently,Research & Development,1,4,Medical,1257,1,Research Scientist,Single,20330,1.0,14,1,12.0,3,12,3,7,3.0,4.0,3.0,1,3,6.269079651941097,20,0
41,Yes,Travel_Rarely,Sales,20,4,Marketing,1258,2,Sales Executive,Married,102090,1.0,13,1,23.0,2,22,15,8,2.0,3.0,3.0,3,3,5.483209504685409,20,0
34,No,Non-Travel,Research & Development,7,2,Technical Degree,1259,1,Research Scientist,Single,86200,0.0,13,1,10.0,2,9,8,7,2.0,3.0,3.0,2,3,7.348949129852744,15,58
37,No,Travel_Rarely,Research & Development,17,3,Life Sciences,1260,3,Sales Executive,Married,20640,4.0,16,0,8.0,3,1,0,0,2.0,2.0,3.0,2,3,5.661257251227131,18,0
46,No,Travel_Frequently,Research & Development,20,3,Technical Degree,1261,3,Sales Executive,Single,40350,4.0,14,1,14.0,2,9,0,8,1.0,4.0,3.0,3,3,9.131313029897369,5,244
35,No,Travel_Rarely,Research & Development,8,4,Medical,1262,3,Research Scientist,Married,38380,1.0,16,1,1.0,2,1,0,1,4.0,4.0,3.0,3,3,6.382447568049978,19,0
48,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,1263,1,Sales Executive,Single,45910,9.0,16,0,23.0,6,1,0,0,1.0,3.0,3.0,1,3,8.661074297188755,17,232
28,Yes,Travel_Rarely,Research & Development,10,1,Medical,1264,1,Sales Executive,Single,25610,1.0,22,1,2.0,3,2,2,2,3.0,3.0,2.0,3,4,10.125659303882196,13,236
44,No,Travel_Rarely,Research & Development,1,1,Medical,1265,3,Research Scientist,Divorced,15630,5.0,12,2,9.0,3,4,1,3,2.0,1.0,2.0,3,3,8.971625390450692,11,238
35,No,Non-Travel,Research & Development,5,4,Technical Degree,1266,3,Manufacturing Director,Married,48980,2.0,15,2,10.0,2,4,2,3,3.0,1.0,3.0,3,3,9.051015171798303,12,237
26,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1267,3,Sales Executive,Married,47890,7.0,20,1,5.0,2,2,0,0,3.0,4.0,2.0,3,4,9.871730254350735,8,241
33,No,Travel_Frequently,Sales,29,4,Life Sciences,1268,1,Human Resources,Single,31800,1.0,14,1,15.0,2,15,8,12,1.0,4.0,3.0,3,3,8.075887996430165,4,186
35,No,Travel_Frequently,Research & Development,15,3,Medical,1269,3,Manufacturing Director,Married,65490,1.0,20,0,9.0,3,9,1,8,2.0,1.0,2.0,3,4,6.031421240517626,17,0
35,No,Travel_Rarely,Human Resources,3,2,Life Sciences,1270,1,Laboratory Technician,Married,63880,3.0,13,0,4.0,6,2,2,2,3.0,1.0,3.0,2,3,8.224201249442213,16,233
31,No,Travel_Rarely,Sales,10,2,Life Sciences,1271,2,Research Scientist,Divorced,112440,3.0,12,1,10.0,3,7,1,7,4.0,4.0,2.0,3,3,5.875727353859885,9,0
37,No,Travel_Rarely,Sales,4,3,Marketing,1272,4,Human Resources,Divorced,160320,1.0,13,0,7.0,2,7,0,7,1.0,3.0,4.0,3,3,6.9754774654172245,15,6
32,No,Travel_Rarely,Research & Development,21,3,Other,1273,2,Sales Executive,Married,23620,1.0,11,0,9.0,2,9,7,8,1.0,4.0,3.0,3,3,7.45733266398929,20,143
38,No,Travel_Frequently,Research & Development,25,3,Medical,1274,2,Manufacturing Director,Single,163280,1.0,17,3,10.0,2,10,9,9,4.0,4.0,3.0,3,3,5.865582329317268,15,0
50,No,Travel_Rarely,Sales,2,4,Marketing,1275,4,Research Scientist,Divorced,83760,5.0,14,3,29.0,2,27,13,8,2.0,3.0,2.0,3,3,8.957001338688084,15,234
59,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1276,1,Laboratory Technician,Single,166060,7.0,11,0,28.0,6,21,7,9,1.0,1.0,2.0,3,3,6.527638331102186,14,0
36,No,Travel_Rarely,Sales,1,2,Marketing,1277,2,Sales Executive,Divorced,86060,1.0,14,2,17.0,3,17,12,8,3.0,3.0,3.0,3,3,5.860169567157519,6,0
55,No,Travel_Rarely,Research & Development,7,3,Medical,1278,3,Research Scientist,Divorced,22720,2.0,17,1,21.0,2,5,0,2,4.0,3.0,3.0,3,3,7.885896921017404,7,152
